Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,Protein Accession,ARO_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,CVTERM ID,Model Sequence ID,Model ID,ARO_Name,DNA Accession,AMR Gene Family,Drug/Antibiotics_Class,Resistance Mechanism,,,,
SRR5240532,Ambulances,SRR5240532_bin.4,xx76,Exiguobacterium acetylicum (taxid 41170),Bsub_rpoB_RIF,1,CAB11883.2,ARO:3007073,83.2,1167,194,2,34887,31390,1,1166,0,1956,45635,8438,5767,Bacillus subtilis rpoB mutants conferring resistance to rifampin,AL009126.3,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement,,,,
SRR5240604,Ambulances,SRR5240604_bin.8,xx128,Pseudomonas otitidis (taxid 319939),Paer_gyrA_FLO,2,AAG06556.1,ARO:3003684,83.2,926,142,6,16270,19014,1,923,0,1463,40319,5277,2196,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,AE004091.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240628,Ambulances,SRR5240628_bin.8,xx30,Stutzerimonas stutzeri CCUG 29243 (taxid 1196835),Paer_gyrA_FLO,2,AAG06556.1,ARO:3003684,83.2,926,142,6,193341,190597,1,923,0,1464,40319,5277,2196,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,AE004091.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240632,Ambulances,SRR5240632_bin.5,xx24,Pseudescherichia vulneris (taxid 566),AcrF,1,AAC76298.1,ARO:3000502,83.2,1032,173,0,10571,13666,1,1032,0,1641,36641,700,1437,AcrF,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,antibiotic efflux,,,,
SRR5240654,Ambulances,SRR5240654_bin.1,xx89,Pantoea eucrina (taxid 472693),Sent_gyrA_FLO,1,AAL21173.1,ARO:3003926,83.2,868,146,0,338,2941,1,868,0,1374,40635,5271,2403,Salmonella enterica gyrA conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240654,Ambulances,SRR5240654_bin.1,xx119,Pantoea eucrina (taxid 472693),Ecol_parC_FLO,2,AAC76055.1,ARO:3003308,83.2,750,126,0,14989,17238,3,752,0,1233,39892,4704,1450,Escherichia coli parC conferring resistance to fluoroquinolones,U00096.3,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240659,Ambulances,SRR5240659_bin.5,xx44,Pantoea sp. MT58 (taxid 2768165),Ecol_parC_FLO,1,AAC76055.1,ARO:3003308,83.2,750,125,1,57820,55571,3,751,0,1229,39892,4704,1450,Escherichia coli parC conferring resistance to fluoroquinolones,U00096.3,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240295,Ambulances,SRR5240295_bin.8,xx212,Staphylococcus hominis subsp. hominis (taxid 145391),Saur_murA_FOF,2,CAG41169.1,ARO:3003776,83.1,421,71,0,6778,5516,1,421,3.37E-230,694,40453,4633,2285,Staphylococcus aureus murA with mutation conferring resistance to fosfomycin,BX571856.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240308,Ambulances,SRR5240308_bin.10,xx464,Pseudomonas oryzihabitans (taxid 47885),basR,4,AAG08162.1,ARO:3003582,83.1,219,37,0,6603,7259,1,219,4.19E-115,361,40192,5429,632,basR,AE004091.2,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic efflux;antibiotic target alteration,,,,
SRR5240315,Ambulances,SRR5240315_bin.7,xx30,Pantoea sp. MT58 (taxid 2768165),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,841,140,1,47639,45117,1,839,0,1441,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240348,Ambulances,SRR5240348_bin.6,xx43,Serratia liquefaciens ATCC 27592 (taxid 1346614),emrB,2,AAC75733.1,ARO:3000074,83.1,509,86,0,10436,8910,4,512,5.09E-279,847,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240368,Ambulances,SRR5240368_bin.8,xx155,Erwinia tracheiphila (taxid 65700),acrB,2,AAC73564.1,ARO:3000216,83.1,1049,176,1,39623,42766,1,1049,0,1684,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240398,Ambulances,SRR5240398_bin.10,xx7,Klebsiella pneumoniae subsp. pneumoniae (taxid 72407),MdtK,1,AML99881.1,ARO:3001327,83.1,472,80,0,240,1655,1,472,2.18E-257,786,37726,4682,1752,MdtK,CP014358.1,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240404,Ambulances,SRR5240404_bin.1,xx53,Pantoea sp. CCBC3-3-1 (taxid 2490851),Ecol_cyaA_FOF,2,CDJ73082.1,ARO:3003900,83.1,850,139,2,50474,47928,1,846,0,1451,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240404,Ambulances,SRR5240404_bin.1,xx55,Pantoea sp. CCBC3-3-1 (taxid 2490851),acrB,1,AAC73564.1,ARO:3000216,83.1,1045,176,1,23399,20268,1,1045,0,1682,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240405,Ambulances,SRR5240405_bin.3,xx2193,Pantoea sp. SO10 (taxid 2575375),bacA,2,AAC76093.1,ARO:3002986,83.1,272,45,1,2340,1528,1,272,4.24E-150,443,39420,4677,1820,bacA,U00096.3,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,,,,
SRR5240409,Ambulances,SRR5240409_bin.2,xx30,Duffyella gerundensis (taxid 1619313),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,842,136,3,46433,43920,1,840,0,1447,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240411,Ambulances,SRR5240411_bin.2,xx11,Pantoea sp. CCBC3-3-1 (taxid 2490851),acrB,4,AAC73564.1,ARO:3000216,83.1,1045,176,1,136848,139979,1,1045,0,1682,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240411,Ambulances,SRR5240411_bin.2,xx60,Pantoea sp. CCBC3-3-1 (taxid 2490851),Ecol_cyaA_FOF,2,CDJ73082.1,ARO:3003900,83.1,850,139,2,38549,41095,1,846,0,1451,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240445,Ambulances,SRR5240445_bin.6,xx124,Pantoea eucalypti (taxid 470933),Ecol_parC_FLO,2,AAC76055.1,ARO:3003308,83.1,750,126,1,57827,55578,3,751,0,1230,39892,4704,1450,Escherichia coli parC conferring resistance to fluoroquinolones,U00096.3,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240453,Ambulances,SRR5240453_bin.5,xx51,Pantoea eucalypti (taxid 470933),Ecol_parC_FLO,1,AAC76055.1,ARO:3003308,83.1,750,126,1,27643,29892,3,751,0,1227,39892,4704,1450,Escherichia coli parC conferring resistance to fluoroquinolones,U00096.3,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240469,Ambulances,SRR5240469_bin.4,xx830,Pantoea vagans (taxid 470934),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,841,140,1,1302,3824,1,839,0,1440,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240504,Ambulances,SRR5240504_bin.1,xx17,Pantoea sp. CCBC3-3-1 (taxid 2490851),acrB,1,AAC73564.1,ARO:3000216,83.1,1049,176,1,116945,120088,1,1049,0,1684,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240508,Ambulances,SRR5240508_bin.4,xx16,Duffyella gerundensis (taxid 1619313),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,842,136,3,68488,71001,1,840,0,1447,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240557,Ambulances,SRR5240557_bin.4,xx29,Duffyella gerundensis (taxid 1619313),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,842,136,3,46368,43855,1,840,0,1447,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240635,Ambulances,SRR5240635_bin.7,xx109,Duffyella gerundensis (taxid 1619313),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,842,136,3,5151,7664,1,840,0,1447,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240650,Ambulances,SRR5240650_bin.3,xx61,Staphylococcus hominis subsp. hominis (taxid 145391),Saur_murA_FOF,1,CAG41169.1,ARO:3003776,83.1,421,71,0,31069,32331,1,421,4.61E-227,693,40453,4633,2285,Staphylococcus aureus murA with mutation conferring resistance to fosfomycin,BX571856.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240660,Ambulances,SRR5240660_bin.10,xx423,Pantoea stewartii subsp. stewartii DC283 (taxid 660596),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,841,140,1,21372,23894,1,839,0,1442,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240685,Ambulances,SRR5240685_bin.1,xx679,Duffyella gerundensis (taxid 1619313),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83.1,842,136,3,4551,7064,1,840,0,1447,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240308,Ambulances,SRR5240308_bin.10,xx204,Pseudomonas oryzihabitans (taxid 47885),Paer_CpxR,2,SIP52035.1,ARO:3004054,83,224,38,0,16835,16164,1,224,4.25E-118,371,41119,4526,2685,Pseudomonas aeruginosa CpxR,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240336,Ambulances,SRR5240336_bin.3,xx69,Pantoea dispersa (taxid 59814),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83,841,141,1,5031,7553,1,839,0,1439,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240341,Ambulances,SRR5240341_bin.5,xx66,Pantoea agglomerans pv. gypsophilae (taxid 48984),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83,841,141,1,5397,7919,1,839,0,1443,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240348,Ambulances,SRR5240348_bin.6,xx15,Serratia liquefaciens ATCC 27592 (taxid 1346614),mdtB,2,AAC75136.1,ARO:3000793,83,1030,175,0,25867,28956,1,1030,0,1605,37173,215,820,mdtB,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,,,,
SRR5240350,Ambulances,SRR5240350_bin.4,xx370,Staphylococcus sp. 11-B-312 (taxid 2799680),Saur_gyrA_FLO,3,WP_000819088.1,ARO:3003296,83,884,143,3,11304,13946,1,880,0,1417,39880,6035,1166,Staphylococcus aureus gyrA conferring resistance to fluoroquinolones,NC_009641.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240363,Ambulances,SRR5240363_bin.2,xx583,Pseudomonas sp. JBR1 (taxid 3020907),Paer_CpxR,4,SIP52035.1,ARO:3004054,83,224,38,0,2830,3501,1,224,1.38E-117,370,41119,4526,2685,Pseudomonas aeruginosa CpxR,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240390,Ambulances,SRR5240390_bin.4,xx109,Pantoea dispersa (taxid 59814),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83,841,141,1,5028,7550,1,839,0,1439,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240422,Ambulances,SRR5240422_bin.1,xx12,Leclercia sp. 29361 (taxid 2714951),AcrF,1,AAC76298.1,ARO:3000502,83,1032,174,1,8619,5527,1,1032,0,1629,36641,700,1437,AcrF,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,antibiotic efflux,,,,
SRR5240426,Ambulances,SRR5240426_bin.5,xx59,Pantoea agglomerans pv. gypsophilae (taxid 48984),mdtB,1,AAC75136.1,ARO:3000793,83,1037,176,0,4072,7182,1,1037,0,1616,37173,215,820,mdtB,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,,,,
SRR5240431,Ambulances,SRR5240431_bin.3,xx33,Enterobacter sp. SA187 (taxid 1914861),eptB,1,CCI79240.1,ARO:3005047,83,553,93,1,71117,69462,18,570,3.01E-307,932,43246,6086,3791,eptB,FO203501.1,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,,,,
SRR5240442,Ambulances,SRR5240442_bin.5,xx66,Pantoea alhagi (taxid 1891675),H-NS,1,BAB35162.1,ARO:3000676,83,135,23,0,7702,7298,1,135,3.72E-63,211,37020,5476,1248,H-NS,BA000007.3,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240447,Ambulances,SRR5240447_bin.10,xx196,Microbacterium sp. SSW1-36 (taxid 2851648),vanR_in_vanO_cl,1,AHA41505.1,ARO:3002930,83,223,38,0,28597,29265,1,223,8.21E-116,365,39364,4685,1689,vanR gene in vanO cluster,KF478993.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,,,,
SRR5240473,Ambulances,SRR5240473_bin.2,xx32,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (taxid 981334),adeJ,1,AAX14802.1,ARO:3000781,83,1059,179,1,67732,64556,1,1058,0,1697,37161,1,630,adeJ,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240509,Ambulances,SRR5240509_bin.5,xx59,Pantoea agglomerans pv. gypsophilae (taxid 48984),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,83,841,141,1,53918,56440,1,839,0,1443,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240522,Ambulances,SRR5240522_bin.11,xx81,Mixta hanseatica (taxid 2872648),H-NS,1,BAB35162.1,ARO:3000676,83,135,23,0,8161,7757,1,135,6.68E-63,211,37020,5476,1248,H-NS,BA000007.3,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240543,Ambulances,SRR5240543_bin.1,xx114,Pantoea agglomerans pv. gypsophilae (taxid 48984),mdtB,1,AAC75136.1,ARO:3000793,83,1037,176,0,4084,7194,1,1037,0,1617,37173,215,820,mdtB,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,,,,
SRR5240576,Ambulances,SRR5240576_bin.2,xx139,Pseudomonas oryzihabitans (taxid 47885),Paer_CpxR,2,SIP52035.1,ARO:3004054,83,224,38,0,1333,662,1,224,2.47E-118,371,41119,4526,2685,Pseudomonas aeruginosa CpxR,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240585,Ambulances,SRR5240585_bin.3,xx1063,Pantoea agglomerans (taxid 549),mdtB,1,AAC75136.1,ARO:3000793,83,1037,176,0,3652,542,1,1037,0,1617,37173,215,820,mdtB,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,,,,
SRR5240596,Ambulances,SRR5240596_bin.3,xx23,Erwinia billingiae Eb661 (taxid 634500),acrB,5,AAC73564.1,ARO:3000216,83,1049,177,1,42201,45344,1,1049,0,1687,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240596,Ambulances,SRR5240596_bin.3,xx79,Erwinia sp. J780 (taxid 2681984),H-NS,1,BAB35162.1,ARO:3000676,83,135,23,0,7848,7444,1,135,7.12E-63,210,37020,5476,1248,H-NS,BA000007.3,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240601,Ambulances,SRR5240601_bin.5,xx5,Erwinia persicina (taxid 55211),acrB,1,AAC73564.1,ARO:3000216,83,1049,177,1,168195,165052,1,1049,0,1687,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240613,Ambulances,SRR5240613_bin.4,xx53,Erwinia (taxid 551),acrB,1,AAC73564.1,ARO:3000216,83,1044,176,1,48414,51542,1,1044,0,1671,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240619,Ambulances,SRR5240619_bin.5,xx105,Leclercia sp. 29361 (taxid 2714951),kdpE,2,AAC73788.1,ARO:3003841,83,223,38,0,11199,10531,3,225,6.71E-120,377,40534,5205,2331,kdpE,U00096.3,kdpDE,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR5240625,Ambulances,SRR5240625_bin.3,xx126,Pantoea agglomerans (taxid 549),Ecol_cyaA_FOF,3,CDJ73082.1,ARO:3003900,83,841,141,1,48344,45822,1,839,0,1443,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240641,Ambulances,SRR5240641_bin.2,xx19,Leclercia sp. 29361 (taxid 2714951),AcrF,1,AAC76298.1,ARO:3000502,83,1032,174,1,179825,182917,1,1032,0,1629,36641,700,1437,AcrF,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,antibiotic efflux,,,,
SRR5240641,Ambulances,SRR5240641_bin.2,xx92,Leclercia sp. 29361 (taxid 2714951),kdpE,1,AAC73788.1,ARO:3003841,83,223,38,0,18934,18266,3,225,5.04E-120,377,40534,5205,2331,kdpE,U00096.3,kdpDE,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR5240662,Ambulances,SRR5240662_bin.5,xx102,Pseudomonas oryzihabitans (taxid 47885),Paer_CpxR,4,SIP52035.1,ARO:3004054,83,224,38,0,1474,803,1,224,9.18E-118,371,41119,4526,2685,Pseudomonas aeruginosa CpxR,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
